url,plan_name,metal,plan_type,plan_id,price,deductible,oop,benefits,brochure
https://www.healthcare.gov/see-plans/75210/details/45786TX0020002/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/45786TX0010002/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/40788TX0170004/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/91716TX0080002/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/85947TX0010004/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0460004/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/40788TX0180001/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/40788TX0170002/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/85947TX0010006/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0420006/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=10&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/40788TX0180006/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/85947TX0010007/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/85947TX0010008/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/85947TX0010005/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/40788TX0180005/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/55409TX0020001/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0420005/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0440005/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/55409TX0020021/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/85947TX0010003/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=20&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/40788TX0180003/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/85947TX0010002/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/45786TX0020001/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/45786TX0010001/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0460001/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/40788TX0190001/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0460002/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/91716TX0080009/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/85947TX0010001/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/55409TX0020006/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=30&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0440004/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=40&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/55409TX0020007/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=40&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/55409TX0020005/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=40&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/40788TX0190002/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=40&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/55409TX0020004/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=40&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0420003/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=40&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0440003/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=40&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/91716TX0080024/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=40&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0420004/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=40&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/28020TX0330003/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=40&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/55409TX0020008/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=50&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/40788TX0190003/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=50&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/28020TX0330013/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=50&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/91716TX0080007/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=50&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/55409TX0020010/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=50&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/55409TX0020011/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=50&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0420001/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=50&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0420002/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=50&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/28020TX0330023/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=50&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0440002/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=50&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/28020TX0340003/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=60&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/33602TX0440001/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=60&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/28020TX0330033/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=60&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
https://www.healthcare.gov/see-plans/75210/details/28020TX0330043/?age=35&county=48113&income=25000&mec=&parent=&pregnant=&smoker=&start=60&step=4&zip=75210,${plan_name},${metal},${plan_type},${plan_id},${price},${deductible},${oop},${benefits},${brochure}
