id,state,zip,Plan Category,Plan Type,HP ID (may be blank),Company Name (normalized),Plan Name,ex_enlink,ex_splink,enlink,splink
H0294-002-0,WI,53920,PARTCRX,PPO SNP,CareImprovementPlus,Care Improvement Plus,Care Improvement Plus Gold Rx (PPO SNP),https://www.careimprovementplus.com/pdf/2015/SOB/SOB_WI_H0294_002_Gold_LPPO.pdf,https://www.careimprovementplus.com/pdf/2015/SOB/SOB_WI_H0294_002_Gold_LPPO_sp.pdf,${enlink},${splink}
H0294-004-0,WI,53920,PARTCRX,PPO,CareImprovementPlus,Care Improvement Plus,Care Improvement Plus Medicare Advantage (PPO),https://www.careimprovementplus.com/pdf/2015/SOB/SOB_WI_H0294_004_MAPD_LPPO.pdf,https://www.careimprovementplus.com/pdf/2015/SOB/SOB_WI_H0294_004_MAPD_LPPO_sp.pdf,${enlink},${splink}
H0294-006-0,WI,53920,PARTCRX,PPO SNP,CareImprovementPlus,Care Improvement Plus,Care Improvement Plus Dual Advantage (PPO SNP),https://www.careimprovementplus.com/pdf/2015/SOB/SOB_WI_H0294_006_DSNP_LPPO.pdf,https://www.careimprovementplus.com/pdf/2015/SOB/SOB_WI_H0294_006_DSNP_LPPO_sp.pdf,${enlink},${splink}
H5253-004-0,WI,53132,PARTCRX,HMO,UnitedHealthcare_SBG,UnitedHealthcare,AARP MedicareComplete (HMO),https://www.uhcmedicaresolutions.com/alphadog/AAWI15HM3576772_001,,${enlink},${splink}
H5253-011-0,WI,54307,PARTCRX,HMO,UnitedHealthcare_SBG,UnitedHealthcare,AARP MedicareComplete (HMO),https://www.uhcmedicaresolutions.com/alphadog/AAWI15HM3576774_001,,${enlink},${splink}
H5253-030-0,WI,53098,PARTCRX,HMO,UnitedHealthcare_SBG,UnitedHealthcare,AARP MedicareComplete (HMO),https://www.uhcmedicaresolutions.com/alphadog/AAWI15HM3576774_001,,${enlink},${splink}
H5253-021-0,WI,53132,PARTC,HMO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete Essential (HMO),https://www.uhcmedicaresolutions.com/alphadog/AAWI15HM3576775_003,,${enlink},${splink}
S9579-048-0,WI,53002,PARTD,PDP,StonebridgeLife,Stonebridge Life,Transamerica MedicareRx Choice (PDP),https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI02_1_planInfo/pdf/S9579_Summary_of_Benefits_Choice1_2015.pdf?_ga=1.3477744.1994257148.1413786205,https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI02_1_planInfo/pdf/S9579_Summary_of_Benefits_Spanish_Choice1_2015.pdf?_ga=1.3477744.1994257148.1413786205,${enlink},${splink}
S9579-015-0,WI,53002,PARTD,PDP,StonebridgeLife,Stonebridge Life,Transamerica MedicareRx Classic (PDP),https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI01_1_planInfo/pdf/S9579_Summary_of_Benefits_Classic1_2015.pdf?_ga=1.107280706.1994257148.1413786205,https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI01_1_planInfo/pdf/S9579_Summary_of_Benefits_Spanish_Classic1_2015.pdf?_ga=1.107280706.1994257148.1413786205,${enlink},${splink}
S5768-173-0,WI,53002,PARTD,PDP,FirstHealth,First Health,First Health Part D Premier Plus (PDP),http://coventry-medicare.coventryhealthcare.com/first-health-part-d/member-benefits/premier-plus-member-benefits/A300614,,${enlink},${splink}
S5768-139-0,WI,53002,PARTD,PDP,FirstHealth,First Health,First Health Part D Value Plus (PDP),http://coventry-medicare.coventryhealthcare.com/first-health-part-d/member-benefits/value-plus-member-benefits/A300588,,${enlink},${splink}
