"state","state1","zip","DOB","planname","quote_P","apply_P","review_P_initial","review_P_on_going"
"##Hawaii","HI","96813","03/06/1980","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Hawaii","HI","96813","03/06/1981","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Hawaii","HI","96813","03/06/1982","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Hawaii","HI","96813","03/06/1983","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Hawaii","HI","96813","03/06/1984","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Hawaii","HI","96813","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Iowa","IA","50317","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Iowa","IA","50003","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Iowa","IA","50003","03/06/1986","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Iowa","IA","50003","03/06/1987","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Iowa","IA","50003","03/06/1988","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Iowa","IA","50003","03/06/1989","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Idaho","ID","83709","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Idaho","ID","83710","03/06/1986","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Idaho","ID","83710","03/06/1987","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Idaho","ID","83710","03/06/1988","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Idaho","ID","83710","03/06/1989","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Idaho","ID","83710","03/06/1990","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Illinois","IL","60629","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Illinois","IL","60712","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"Illinois","IL","61111","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Illinois","IL","60949","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Illinois","IL","60001","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Illinois","IL","60001","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Indiana","IN","46227","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Indiana","IN","46406","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Indiana","IN","46761","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Indiana","IN","46761","03/06/1986","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Indiana","IN","46761","03/06/1987","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Indiana","IN","46761","03/06/1987","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Kansas","KS","66062","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Kansas","KS","66111","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Kansas","KS","66111","03/06/1986","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Kansas","KS","66111","03/06/1987","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Kansas","KS","66111","03/06/1988","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Kansas","KS","66111","03/06/1989","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Kentucky","KY","40214","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Kentucky","KY","41267","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Kentucky","KY","40621","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Kentucky","KY","41031","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Kentucky","KY","42045","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Kentucky","KY","42045","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Louisiana","LA","70816","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Louisiana","LA","71037","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Louisiana","LA","71037","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Louisiana","LA","71037","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Louisiana","LA","71037","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Louisiana","LA","71037","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Massachusetts","MA","02123","03/06/1980","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Massachusetts","MA","02123","03/06/1981","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Massachusetts","MA","02123","03/06/1982","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Massachusetts","MA","02123","03/06/1983","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Massachusetts","MA","02123","03/06/1984","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Massachusetts","MA","02123","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Maryland","MD","21215","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Maryland","MD","21215","03/06/1986","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Maryland","MD","21215","03/06/1987","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Maryland","MD","21215","03/06/1988","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Maryland","MD","21215","03/06/1989","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Maryland","MD","21215","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Maine","ME","04396","03/06/1980","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Maine","ME","04396","03/06/1981","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Maine","ME","04396","03/06/1982","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Maine","ME","04396","03/06/1983","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Maine","ME","04396","03/06/1984","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Maine","ME","04396","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Michigan","MI","48228","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Michigan","MI","48101","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Michigan","MI","48401","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Michigan","MI","48663","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Michigan","MI","48664","03/06/1986","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Michigan","MI","48665","03/06/1987","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Minnesota","MN","55106","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Minnesota","MN","55001","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Minnesota","MN","55002","03/06/1986","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Minnesota","MN","55003","03/06/1987","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Minnesota","MN","55004","03/06/1988","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Minnesota","MN","55005","03/06/1989","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Missouri","MO","63129","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Missouri","MO","64117","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Missouri","MO","64118","03/06/1986","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Missouri","MO","64119","03/06/1987","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Missouri","MO","64120","03/06/1988","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Missouri","MO","64121","03/06/1989","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Mississippi","MS","39503","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Mississippi","MS","39504","03/06/1986","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Mississippi","MS","39505","03/06/1987","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Mississippi","MS","39506","03/06/1988","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Mississippi","MS","39507","03/06/1989","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Mississippi","MS","39508","03/06/1990","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Montana","MT","59102","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Montana","MT","59103","03/06/1986","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Montana","MT","59104","03/06/1987","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Montana","MT","59105","03/06/1988","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Montana","MT","59106","03/06/1989","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Montana","MT","59107","03/06/1990","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##North Carolina","NC","28269","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##North Carolina","NC","27006","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##North Carolina","NC","27007","03/06/1986","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##North Carolina","NC","27008","03/06/1987","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##North Carolina","NC","27009","03/06/1988","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##North Carolina","NC","27010","03/06/1989","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##North Dakota","ND","58103","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##North Dakota","ND","58104","03/06/1986","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##North Dakota","ND","58105","03/06/1987","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##North Dakota","ND","58106","03/06/1988","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##North Dakota","ND","58107","03/06/1989","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##North Dakota","ND","58108","03/06/1990","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Nebraska","NE","68104","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Nebraska","NE","68001","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Nebraska","NE","67898","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Nebraska","NE","67795","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Nebraska","NE","67692","03/06/1985","Foundation Dental - Defender","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##Nebraska","NE","67589","03/06/1985","Foundation Dental - Protector I and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Hampshire","NH","03098","03/06/1980","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Hampshire","NH","03098","03/06/1981","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Hampshire","NH","03098","03/06/1982","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Hampshire","NH","03098","03/06/1983","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Hampshire","NH","03098","03/06/1984","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Hampshire","NH","03098","03/06/1985","Foundation Dental - Guardian","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Jersey","NJ","08701","03/06/1985","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Jersey","NJ","08701","03/06/1986","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Jersey","NJ","08701","03/06/1987","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Jersey","NJ","08701","03/06/1988","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Jersey","NJ","08701","03/06/1989","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Jersey","NJ","08701","03/06/1990","Foundation Dental - Defender and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Mexico","NM","87121","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Mexico","NM","87006","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Mexico","NM","86891","03/06/1985","Foundation Dental - Guardian and Foundation Vision","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
"##New Mexico","NM","86776","03/06/1985","Foundation Dental - Protector I","${quote_P}","${apply_P}","${review_P_initial}","${review_P_on_going}"
