id,state,zip,Plan Category,Plan Type,HP ID (may be blank),Company Name (normalized),Plan Name,ex_enlink,ex_splink,enlink,splink
S5810-064-0,OR,97901,PARTD,PDP,Aetna_Med,Aetna,Aetna Medicare Rx Saver (PDP),http://www.aetnamedicare.com/documents/individual/2015/summaryofbenefits/pdp/or-wa-pdp-sb-2015.pdf,,${enlink},${splink}
S5660-215-0,OR,97901,PARTD,PDP,MedcoMedicare,Medco Medicare,Express Scripts Medicare - Choice (PDP),https://host1.medcohealth.com/art/medicare15/pdf/15sob.pdf,,${enlink},${splink}
S5660-132-0,OR,97901,PARTD,PDP,MedcoMedicare,Medco Medicare,Express Scripts Medicare - Value (PDP),https://host1.medcohealth.com/art/medicare15/pdf/15sob.pdf,,${enlink},${splink}
H9003-006-0,OR,97326,PARTCRX,HMO,KaiserPermanente,Kaiser Permanente,Kaiser Permanente Senior Advantage Basic (HMO),https://medicare.kaiserpermanente.org/medicare/pdfs/2015/nw_SB_SABasic_SA.pdf,,${enlink},${splink}
H9003-001-0,OR,97326,PARTCRX,HMO,KaiserPermanente,Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),https://medicare.kaiserpermanente.org/medicare/pdfs/2015/nw_SB_SABasic_SA.pdf,,${enlink},${splink}
H6815-002-0,OR,97326,PARTCRX,HMO SNP,HealthNet,Health Net,Health Net Jade (HMO SNP),https://www.healthnet.com/static/medicare/sob/2015_or_sb_jade.pdf,,${enlink},${splink}
H6815-001-0,OR,97326,PARTCRX,HMO,HealthNet,Health Net,Health Net Ruby (HMO),https://www.healthnet.com/static/medicare/sob/2015_or_sb_ruby.pdf,,${enlink},${splink}
H5520-012-3,OR,97002,PARTCRX,PPO,HealthNet,Health Net,Health Net Violet Option 2 (PPO),https://www.healthnet.com/static/medicare/sob/2015_or_sb_violet2_012_001.pdf,,${enlink},${splink}
H5520-003-0,OR,97410,PARTC,PPO,HealthNet,Health Net,Health Net Aqua (PPO),https://www.healthnet.com/static/medicare/sob/2015_or_sb_violet2_012_002.pdf,,${enlink},${splink}
H5520-015-1,OR,97526,PARTCRX,PPO,HealthNet,Health Net,Health Net Violet Option 2 (PPO),https://www.healthnet.com/static/medicare/sob/2015_or_sb_violet2_015_002.pdf,,${enlink},${splink}
H5520-001-0,OR,97326,PARTC,PPO,HealthNet,Health Net,Health Net Aqua (PPO),https://www.healthnet.com/static/medicare/sob/2015_orno_sb.pdf,,${enlink},${splink}
H5520-012-1,OR,97002,PARTCRX,PPO,HealthNet,Health Net,Health Net Violet Option 1 (PPO),https://www.healthnet.com/static/medicare/sob/2015_orno_sb_combo.pdf,,${enlink},${splink}
H5520-002-0,OR,97326,PARTCRX,PPO,HealthNet,Health Net,Health Net Violet Option 1 (PPO),https://www.healthnet.com/static/medicare/sob/2015_orno_sb_combo.pdf,,${enlink},${splink}
H5520-004-0,OR,97410,PARTCRX,PPO,HealthNet,Health Net,Health Net Violet Option 1 (PPO),https://www.healthnet.com/static/medicare/sob/2015_orso_sb_combo.pdf,,${enlink},${splink}
H5520-015-2,OR,97410,PARTCRX,PPO,HealthNet,Health Net,Health Net Violet Option 2 (PPO),https://www.healthnet.com/static/medicare/sob/2015_orso_sb_combo.pdf,,${enlink},${splink}
H5520-014-0,OR,97410,PARTCRX,PPO,HealthNet,Health Net,Health Net Violet Option 3 (PPO),https://www.healthnet.com/static/medicare/sob/2015_orso_sb_combo.pdf,,${enlink},${splink}
H6237-003-1,OR,97009,PARTCRX,HMO,RegenceBlueCrossBlueShieldofOregon,Regence BlueCross BlueShield of Oregon,Regence BlueAdvantage HMO (HMO),https://www.regence.com/documents/10192/1954828/Summary+of+benefits+-+Blue+MedAdvantage+%28HMO%29/2e7d25ee-6774-4c36-a8f2-de07e7b8f5ec,,${enlink},${splink}
H6237-003-2,OR,97002,PARTCRX,HMO,RegenceBlueCrossBlueShieldofOregon,Regence BlueCross BlueShield of Oregon,Regence BlueAdvantage HMO (HMO),https://www.regence.com/documents/10192/1964346/Summary+of+benefits+-+BlueAdvantage+%28HMO%29/a6a35623-2199-4e80-9019-ddaa4432e85b,,${enlink},${splink}
H3817-007-1,OR,97002,PARTC,PPO,RegenceBlueCrossBlueShieldofOregon,Regence BlueCross BlueShield of Oregon,Regence MedAdvantage Basic (PPO),https://www.regence.com/documents/10192/1964346/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/f088a8a8-e60e-44e7-941f-ced2a18e3249,https://www.regence.com/documents/10192/1982731/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20-+Spanish/2f98cc18-0751-4bae-9ce1-8d17a302a7fd,${enlink},${splink}
H3817-007-3,OR,97103,PARTC,PPO,RegenceBlueCrossBlueShieldofOregon,Regence BlueCross BlueShield of Oregon,Regence MedAdvantage Basic (PPO),https://www.regence.com/documents/10192/1964346/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/f088a8a8-e60e-44e7-941f-ced2a18e3249,https://www.regence.com/documents/10192/1982731/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20-+Spanish/2f98cc18-0751-4bae-9ce1-8d17a302a7fd,${enlink},${splink}
H3817-009-3,OR,97103,PARTCRX,PPO,RegenceBlueCrossBlueShieldofOregon,Regence BlueCross BlueShield of Oregon,Regence MedAdvantage + Rx Enhanced (PPO),https://www.regence.com/documents/10192/1964346/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/f088a8a8-e60e-44e7-941f-ced2a18e3249,https://www.regence.com/documents/10192/1982731/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20-+Spanish/2f98cc18-0751-4bae-9ce1-8d17a302a7fd,${enlink},${splink}
H3817-009-1,OR,97002,PARTCRX,PPO,RegenceBlueCrossBlueShieldofOregon,Regence BlueCross BlueShield of Oregon,Regence MedAdvantage + Rx Enhanced (PPO),https://www.regence.com/documents/10192/1964346/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/f088a8a8-e60e-44e7-941f-ced2a18e3249,https://www.regence.com/documents/10192/1982731/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20-+Spanish/2f98cc18-0751-4bae-9ce1-8d17a302a7fd,${enlink},${splink}
H3817-008-3,OR,97103,PARTCRX,PPO,RegenceBlueCrossBlueShieldofOregon,Regence BlueCross BlueShield of Oregon,Regence MedAdvantage + Rx Classic (PPO),https://www.regence.com/documents/10192/1964346/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/f088a8a8-e60e-44e7-941f-ced2a18e3249,https://www.regence.com/documents/10192/1982731/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20-+Spanish/2f98cc18-0751-4bae-9ce1-8d17a302a7fd,${enlink},${splink}
H3817-008-1,OR,97002,PARTCRX,PPO,RegenceBlueCrossBlueShieldofOregon,Regence BlueCross BlueShield of Oregon,Regence MedAdvantage + Rx Classic (PPO),https://www.regence.com/documents/10192/1964346/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/f088a8a8-e60e-44e7-941f-ced2a18e3249,https://www.regence.com/documents/10192/1982731/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20-+Spanish/2f98cc18-0751-4bae-9ce1-8d17a302a7fd,${enlink},${splink}
H3817-009-2,OR,97326,PARTCRX,PPO,RegenceBlueCrossBlueShieldofOregon,Regence BlueCross BlueShield of Oregon,Regence MedAdvantage + Rx Enhanced (PPO),https://www.regence.com/documents/10192/1964346/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/f088a8a8-e60e-44e7-941f-ced2a18e3249,https://www.regence.com/documents/10192/1982731/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20-+Spanish/2f98cc18-0751-4bae-9ce1-8d17a302a7fd,${enlink},${splink}
H3817-008-2,OR,97326,PARTCRX,PPO,RegenceBlueCrossBlueShieldofOregon,Regence BlueCross BlueShield of Oregon,Regence MedAdvantage + Rx Classic (PPO),https://www.regence.com/documents/10192/1964346/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/f088a8a8-e60e-44e7-941f-ced2a18e3249,https://www.regence.com/documents/10192/1982731/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20-+Spanish/2f98cc18-0751-4bae-9ce1-8d17a302a7fd,${enlink},${splink}
H3817-007-2,OR,97326,PARTC,PPO,RegenceBlueCrossBlueShieldofOregon,Regence BlueCross BlueShield of Oregon,Regence MedAdvantage Basic (PPO),https://www.regence.com/documents/10192/1964346/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/f088a8a8-e60e-44e7-941f-ced2a18e3249,https://www.regence.com/documents/10192/1982731/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20-+Spanish/2f98cc18-0751-4bae-9ce1-8d17a302a7fd,${enlink},${splink}
H3805-001-0,OR,97002,PARTCRX,HMO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),https://www.uhcmedicaresolutions.com/alphadog/AAOR15HM3576717_001,,${enlink},${splink}
H3805-007-0,OR,97326,PARTCRX,HMO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),https://www.uhcmedicaresolutions.com/alphadog/AAOR15HM3576718_001,,${enlink},${splink}
H3805-012-0,OR,97002,PARTCRX,HMO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),https://www.uhcmedicaresolutions.com/alphadog/AAOR15HM3576719_001,,${enlink},${splink}
H3805-013-0,OR,97326,PARTCRX,HMO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),https://www.uhcmedicaresolutions.com/alphadog/AAOR15HM3576720_001,,${enlink},${splink}
H3812-001-0,OR,97002,PARTCRX,PPO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete Choice (PPO),https://www.uhcmedicaresolutions.com/alphadog/AAOR15PP3576721_001,,${enlink},${splink}
S9579-062-0,OR,97901,PARTD,PDP,StonebridgeLife,Stonebridge Life,Transamerica MedicareRx Choice (PDP),https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI02_1_planInfo/pdf/S9579_Summary_of_Benefits_Choice1_2015.pdf?_ga=1.61149420.1994257148.1413786205,https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI02_1_planInfo/pdf/S9579_Summary_of_Benefits_Spanish_Choice1_2015.pdf?_ga=1.61149420.1994257148.1413786205,${enlink},${splink}
S9579-029-0,OR,97901,PARTD,PDP,StonebridgeLife,Stonebridge Life,Transamerica MedicareRx Classic (PDP),https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI01_4_planInfo/pdf/S9579_Summary_of_Benefits_Classic4_2015.pdf?_ga=1.67958865.1994257148.1413786205,https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI01_4_planInfo/pdf/S9579_Summary_of_Benefits_Spanish_Classic4_2015.pdf?_ga=1.67958865.1994257148.1413786205,${enlink},${splink}
S5768-192-0,OR,97901,PARTD,PDP,FirstHealth,First Health,First Health Part D Premier Plus (PDP),http://coventry-medicare.coventryhealthcare.com/first-health-part-d/member-benefits/premier-plus-member-benefits/A300633,,${enlink},${splink}
S5768-153-0,OR,97901,PARTD,PDP,FirstHealth,First Health,First Health Part D Value Plus (PDP),http://coventry-medicare.coventryhealthcare.com/first-health-part-d/member-benefits/value-plus-member-benefits/A300602,,${enlink},${splink}
H3814-007-0,OR,97410,PARTCRX,HMO SNP,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Special Needs Plan (HMO SNP),http://www.atriohp.com/documents/Benefit-Info/Douglas/H3814_007d_2015a.pdf,,${enlink},${splink}
H3814-029-0,OR,97526,PARTCRX,Rogue) (HMO SNP,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Special Needs Plan (Rogue) (HMO SNP),http://www.atriohp.com/documents/Benefit-Info/Josephine/H3814_m029r_2015b.pdf,http://www.atriohp.com/documents/Benefit-Info/Josephine/H3814_m029r_2015b_S_508.pdf,${enlink},${splink}
H5995-001-0,OR,97002,PARTCRX,Willamette) (HMO SNP,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Special Needs Plan (Willamette) (HMO SNP),http://www.atriohp.com/documents/Benefit-Info/Marion-Polk/H5995_001m_2015a.pdf,http://www.atriohp.com/documents/Benefit-Info/Marion-Polk/H5995_001m_2015_S_508.pdf,${enlink},${splink}
H6743-006-0,OR,97410,PARTC,PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Bronze (PPO),http://www.atriohp.com/documents/Benefit-Info/Douglas/H6743_006-007d_2015.pdf,,${enlink},${splink}
H6743-015-0,OR,97526,PARTC,Rogue) (PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Silver (Rogue) (PPO),http://www.atriohp.com/documents/Benefit-Info/Josephine/H6743_015-016r_2015.pdf,http://www.atriohp.com/documents/Benefit-Info/Josephine/H6743_015-016r_2015_S-.pdf,${enlink},${splink}
H6743-002-0,OR,97410,PARTC,PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Silver (PPO),http://www.atriohp.com/documents/Benefit-Info/Douglas/H6743_002-003d_2015.pdf,,${enlink},${splink}
H6743-013-0,OR,97526,PARTC,Rogue) (PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Bronze (Rogue) (PPO),http://www.atriohp.com/documents/Benefit-Info/Josephine/H6743_013-014r_2015a.pdf,http://www.atriohp.com/documents/Benefit-Info/Josephine/H6743_013-014r_2015a_508.pdf,${enlink},${splink}
H6743-017-0,OR,97526,PARTCRX,Rogue) (PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Gold Rx (Rogue) (PPO),http://www.atriohp.com/documents/Benefit-Info/Josephine/H6743_017r_2015a.pdf,http://www.atriohp.com/documents/Benefit-Info/Josephine/H6743_017r_2015_S.pdf,${enlink},${splink}
H6743-016-0,OR,97526,PARTCRX,Rogue) (PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Silver Rx (Rogue) (PPO),http://www.atriohp.com/documents/Benefit-Info/Josephine/H6743_015-016r_2015.pdf,http://www.atriohp.com/documents/Benefit-Info/Josephine/H6743_015-016r_S_508.pdf,${enlink},${splink}
H6743-014-0,OR,97526,PARTCRX,Rogue) (PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Bronze Rx (Rogue) (PPO),http://www.atriohp.com/documents/Benefit-Info/Josephine/H6743_013-014r_2015a.pdf,http://www.atriohp.com/documents/Benefit-Info/Josephine/H6743_013-014r_S_508.pdf,${enlink},${splink}
H6743-007-0,OR,97410,PARTCRX,Umpqua) (PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Bronze Rx (Umpqua) (PPO),http://www.atriohp.com/documents/Benefit-Info/Douglas/H6743_006-007d_2015.pdf,,${enlink},${splink}
H6743-005-0,OR,97410,PARTCRX,PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Platinum Rx (PPO),http://www.atriohp.com/documents/Benefit-Info/Douglas/H6743_004-005d_2015.pdf,,${enlink},${splink}
H6743-004-0,OR,97410,PARTCRX,PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Gold Rx (PPO),http://www.atriohp.com/documents/Benefit-Info/Douglas/H6743_004-005d_2015.pdf,,${enlink},${splink}
H6743-003-0,OR,97410,PARTCRX,PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Silver Rx (PPO),http://www.atriohp.com/documents/Benefit-Info/Douglas/H6743_002-003d_2015.pdf,,${enlink},${splink}
H6743-001-0,OR,96134,PARTCRX,Basin) (PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Bronze Rx (Basin) (PPO),http://www.atriohp.com/documents/Benefit-Info/Klamath/H6743_001-006k_2015.pdf,,${enlink},${splink}
H7006-006-0,OR,97002,PARTC,Willamette) (PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Bronze (Willamette) (PPO),http://www.atriohp.com/documents/Benefit-Info/Marion-Polk/H7006_005-006m_2015.pdf,http://www.atriohp.com/documents/Benefit-Info/Marion-Polk/H7006_005-006m_2015_S.pdf,${enlink},${splink}
H7006-004-0,OR,97002,PARTC,Willamette) (PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Silver (Willamette) (PPO),http://www.atriohp.com/documents/Benefit-Info/Marion-Polk/H7006_003-004m_2015.pdf,http://www.atriohp.com/documents/Benefit-Info/Marion-Polk/H7006_003-004m_2015_S_508.pdf,${enlink},${splink}
H7006-005-0,OR,97002,PARTCRX,Willamette) (PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Bronze Rx (Willamette) (PPO),http://www.atriohp.com/documents/Benefit-Info/Marion-Polk/H7006_005-006m_2015.pdf,http://www.atriohp.com/documents/Benefit-Info/Marion-Polk/H7006_005-006m_2015_S_508.pdf,${enlink},${splink}
H7006-003-0,OR,97002,PARTCRX,Willamette) (PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Silver Rx (Willamette) (PPO),http://www.atriohp.com/documents/Benefit-Info/Marion-Polk/H7006_003-004m_2015.pdf,http://www.atriohp.com/documents/Benefit-Info/Marion-Polk/H7006_003-004m_2015_S_508.pdf,${enlink},${splink}
H7006-001-0,OR,97002,PARTCRX,Willamette) (PPO,ATRIOHealthPlans_OR,ATRIO Health Plans,ATRIO Gold Rx (Willamette) (PPO),http://www.atriohp.com/documents/Benefit-Info/Marion-Polk/H7006_001m_2015.pdf,http://www.atriohp.com/documents/Benefit-Info/Marion-Polk/H7006_001m_2015_S_508.pdf,${enlink},${splink}
