id,state,zip,Plan Category,Plan Type,HP ID (may be blank),Company Name (normalized),Plan Name,ex_enlink,ex_splink,enlink,splink
H1969-003-0,ID,83616,PARTCRX,HMO,RegenceBlueShieldofIdaho,Regence Blue Shield of Idaho,Regence Blue MedAdvantage HMO Plus (HMO),https://www.regence.com/documents/10192/1954828/Summary+of+benefits+-+Blue+MedAdvantage+%28HMO%29/2e7d25ee-6774-4c36-a8f2-de07e7b8f5ec,,${enlink},${splink}
H1304-004-0,ID,83824,PARTCRX,PPO,RegenceBlueShieldofIdaho,Regence Blue Shield of Idaho,Regence MedAdvantage + Rx Enhanced (PPO),https://www.regence.com/documents/10192/1954828/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/199b1195-0e8a-4f6a-9fd0-0f5faa07e7da,,${enlink},${splink}
H1304-002-0,ID,83824,PARTCRX,PPO,RegenceBlueShieldofIdaho,Regence Blue Shield of Idaho,Regence MedAdvantage + Rx Classic (PPO),https://www.regence.com/documents/10192/1954828/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/199b1195-0e8a-4f6a-9fd0-0f5faa07e7da,,${enlink},${splink}
H1304-010-0,ID,83616,PARTCRX,PPO,RegenceBlueShieldofIdaho,Regence Blue Shield of Idaho,Regence MedAdvantage + Rx Enhanced (PPO),https://www.regence.com/documents/10192/1954828/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/199b1195-0e8a-4f6a-9fd0-0f5faa07e7da,,${enlink},${splink}
H1304-009-0,ID,83616,PARTCRX,PPO,RegenceBlueShieldofIdaho,Regence Blue Shield of Idaho,Regence MedAdvantage + Rx Classic (PPO),https://www.regence.com/documents/10192/1954828/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/199b1195-0e8a-4f6a-9fd0-0f5faa07e7da,,${enlink},${splink}
H1304-008-0,ID,83547,PARTC,PPO,RegenceBlueCrossBlueShieldofUtah,Regence BlueCross BlueShield of Utah,Regence MedAdvantage Basic (PPO),https://www.regence.com/documents/10192/1954828/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/199b1195-0e8a-4f6a-9fd0-0f5faa07e7da,,${enlink},${splink}
H1304-001-0,ID,83824,PARTC,PPO,RegenceBlueCrossBlueShieldofUtah,Regence BlueCross BlueShield of Utah,Regence MedAdvantage Basic (PPO),https://www.regence.com/documents/10192/1954828/Summary+of+benefits+-+MedAdvantage+%28PPO%29%20%2B%20Rx/199b1195-0e8a-4f6a-9fd0-0f5faa07e7da,,${enlink},${splink}
H1303-001-0,ID,83616,PARTCRX,PPO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete Choice (PPO),https://www.uhcmedicaresolutions.com/alphadog/AAID15PP3576654_001,,${enlink},${splink}
H1303-007-0,ID,83616,PARTCRX,PPO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete Choice Plan 2 (PPO),https://www.uhcmedicaresolutions.com/alphadog/AAID15PP3576655_001,,${enlink},${splink}
S9579-063-0,ID,59847,PARTD,PDP,StonebridgeLife,Stonebridge Life,Transamerica MedicareRx Choice (PDP),https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI02_1_planInfo/pdf/S9579_Summary_of_Benefits_Choice1_2015.pdf?_ga=1.105706563.1994257148.1413786205,https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI02_1_planInfo/pdf/S9579_Summary_of_Benefits_Spanish_Choice1_2015.pdf?_ga=1.105706563.1994257148.1413786205,${enlink},${splink}
S9579-030-0,ID,59847,PARTD,PDP,StonebridgeLife,Stonebridge Life,Transamerica MedicareRx Classic (PDP),https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI01_1_planInfo/pdf/S9579_Summary_of_Benefits_Classic1_2015.pdf?_ga=1.163068796.1994257148.1413786205,https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI01_1_planInfo/pdf/S9579_Summary_of_Benefits_Spanish_Classic1_2015.pdf?_ga=1.163068796.1994257148.1413786205,${enlink},${splink}
S5768-193-0,ID,59847,PARTD,PDP,FirstHealth,First Health,First Health Part D Premier Plus (PDP),http://coventry-medicare.coventryhealthcare.com/first-health-part-d/member-benefits/premier-plus-member-benefits/A300634,,${enlink},${splink}
S5768-154-0,ID,59847,PARTD,PDP,FirstHealth,First Health,First Health Part D Value Plus (PDP),http://coventry-medicare.coventryhealthcare.com/first-health-part-d/member-benefits/value-plus-member-benefits/A300603,,${enlink},${splink}
