NPI,Provider Organization Name (Legal Business Name),Provider Other Organization Name,Provider Other Organization Name Type Code,Provider First Line Business Practice Location Address,Provider Second Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Add,LNL,Provider Business Practice Location Address Telephone Number,Provider Business Practice Location Address Fax Number
1700159027,"MEDEXPRESS URGENT CARE, INC - WEST VIRGINIA",MEDEXPRESS URGENT CARE - BECKLEY CROSSING,3,520 BECKLEY CROSSING SHPG CTR,,BECKLEY,WV,258017110,"520 BECKLEY CROSSING SHPG CTR,BECKLEY,WV 25801",${LNL},3042526639,3042526681
1093858672,MATRIX OCCUPATIONAL HEALTH INC,DOCTOR'S URGENT CARE CENTRE,3,212 N SPENCE AVE,,GOLDSBORO,NC,275344318,"212 N SPENCE AVE,GOLDSBORO,NC 27534",${LNL},9197780851,9197781727
1407295447,"SMOKY MOUNTAIN URGENT CARE, PC",,,80 VETERAN'S BLVD,,BRYSON CITY,NC,28713,"80 VETERAN'S BLVD,BRYSON CITY,NC 28713",${LNL},8285384546,8285384549
1861644841,"BELLEFONTE PHYSICIAN SERVICES, INC",IRONTON URGENT CARE,3,1005 E RING RD,,IRONTON,OH,456389610,"1005 E RING RD,IRONTON,OH 45638",${LNL},7405333980,
1679814305,MIDWEST MEDICAL AND OCCUPATIONAL SERVICES SC,EXPRESS CARE OF MT VERNON,3,1104 S 42ND ST,,MOUNT VERNON,IL,628646216,"1104 S 42ND ST,MOUNT VERNON,IL 62864",${LNL},6183156575,
1568806453,JEFFERSON COUNTY COMMISSION,COOPER GREEN MERCY HEALTH SERVICES,3,1515 6TH AVE S,,BIRMINGHAM,AL,352331601,"1515 6TH AVE S,BIRMINGHAM,AL 35233",${LNL},2059303600,2059303546
1902153711,"MEDEXPRESS URGENT CARE, PC - VIRGINIA",MEDEXPRESS URGENT CARE - DANVILLE,3,133 ENTERPRISE DR,,DANVILLE,VA,245404071,"133 ENTERPRISE DR,DANVILLE,VA 24540",${LNL},4347922907,4347922542
1366674772,WAGONER HOSPITAL AUTHORITY,ADVANCED WOUND CARE AND HYBERBARIC MEDICINE,5,3501 W BROADWAY ST,,MUSKOGEE,OK,744012138,"3501 W BROADWAY ST,MUSKOGEE,OK 74401",${LNL},9189139408,9184859701
1013030543,"CAROLINA EAST MEDICAL ASSOCIATES, INC.",,,1201 CAROLINA AVE,,WASHINGTON,NC,278893571,"1201 CAROLINA AVE,WASHINGTON,NC 27889",${LNL},2529751111,2529756696
1578996211,DRX WA URGENT CARE PROVIDERS PLLC,IMMEDIATE CLINIC,3,610 1ST AVE N,,SEATTLE,WA,981094001,"610 1ST AVE N,SEATTLE,WA 98109",${LNL},2062837000,
1720378300,ENCINO MEDICAL URGENT CARE INC.,,,18055 VENTURA BLVD,,ENCINO,CA,913163517,"18055 VENTURA BLVD,ENCINO,CA 91316",${LNL},8188818117,8189968972
1255583258,URGENTCARE NW - FAIRVIEW PC,,,22262 NE GLISAN ST,,GRESHAM,OR,970308553,"22262 NE GLISAN ST,GRESHAM,OR 97030",${LNL},5036665050,5036667410
1245476159,PHYTCARE LLC,NEXTCARE INC SOLE MBR,5,3210 PROSPERITY CHURCH RD,SUITE 102,CHARLOTTE,NC,282698193,"3210 PROSPERITY CHURCH RD,SUITE 102,CHARLOTTE,NC 28269",${LNL},7049718800,7049718817
1871843284,PEDIATRIC URGENT CARE CENTER OF NORTH TEXAS,,,3400 TEXAS SAGE TRL,148,FORT WORTH,TX,761778603,"3400 TEXAS SAGE TRL,148,FORT WORTH,TX 76177",${LNL},8172714309,8177507336
1861795197,BRAZOSPORT REGIONAL PHYSICIAN SERVICES,BRAZOSPORT REGIONAL URGENT CARE CENTER,3,508 THIS WAY ST,,LAKE JACKSON,TX,775665128,"508 THIS WAY ST,LAKE JACKSON,TX 77566",${LNL},9794809467,
1831323740,HAYWOOD AFTER-HOURS CLINIC,,,2555 N WASHINGTON AVE STE 3,,BROWNSVILLE,TN,380121610,"2555 N WASHINGTON AVE STE 3,BROWNSVILLE,TN 38012",${LNL},7317720008,7317728477
1700155678,"ROCKLEDGE HMA URGENT CARE, LLC",,,5811 PELICAN BAY BLVD,SUITE 500,NAPLES,FL,341082733,"5811 PELICAN BAY BLVD,SUITE 500,NAPLES,FL 34108",${LNL},2395983131,2395920438
1396997532,"LAKEWOOD RANCH URGENT CARE, PA",BRADENTON URGENT CARE,3,4647 MANATEE AVE W,,BRADENTON,FL,342093849,"4647 MANATEE AVE W,BRADENTON,FL 34209",${LNL},9417455999,9417495915
1386952034,"SMALL POINT URGENT CARE, P.C.",DOCTORS EXPRESS,3,2219 YORK RD,SUITE 102,TIMONIUM,MD,210933139,"2219 YORK RD,SUITE 102,TIMONIUM,MD 21093",${LNL},4104530002,4104530380
1902099872,"AMERICAN CURRENT CARE, P.A. (INC), DBA CONCENTRA URGENT CARE",,,710 PTREE ST NE,STE. 115,ATLANTA,GA,303081200,"710 PTREE ST NE,STE. 115,ATLANTA,GA 30308",${LNL},4048811155,
1013175611,CHARLES J MORAN MD INC,PASO ROBLES URGENT CARE,3,1763 RAMADA DRIVE,,PASO ROBLES,CA,93446,"1763 RAMADA DRIVE,PASO ROBLES,CA 93446",${LNL},8052260902,8052260905
1073953584,EXPRESS MD,,,6447 LAKE WORTH RD,,LAKE WORTH,FL,334633007,"6447 LAKE WORTH RD,LAKE WORTH,FL 33463",${LNL},5614331700,5616427587
1144565219,"DRX WA URGENT CARE PROVIDERS, PLLC",IMMEDIATE CLINIC,3,607 SE EVERETT MALL WAY,SUITE 2,EVERETT,WA,982083248,"607 SE EVERETT MALL WAY,SUITE 2,EVERETT,WA 98208",${LNL},4252657000,
1821317439,TEJAS URGENT CARE CLINIC INC,TEJAS URGENT CARE,3,415 W LITTLE YORK RD,SUITE A,HOUSTON,TX,770761349,"415 W LITTLE YORK RD,SUITE A,HOUSTON,TX 77076",${LNL},7136923727,7136923717
1962648873,PHYTCARE LLC,NEXTCARE INC SOLE MBR,5,1035 DALE EARNHARDT BLVD,,KANNAPOLIS,NC,280834477,"1035 DALE EARNHARDT BLVD,KANNAPOLIS,NC 28083",${LNL},7049332266,7049335954
1316175417,"URGENT CARE CENTERS OF ST. ANTHONY'S MEDICAL CENTER, LC",,,3619 RICHARDSON SQUARE DR,,ARNOLD,MO,630106022,"3619 RICHARDSON SQUARE DR,ARNOLD,MO 63010",${LNL},6367176700,
1487906590,PRESBYTERIAN MEDICAL CARE CORP,PRESBYTERIAN URGENT CARE,3,1450 MATTHEWS TOWNSHIP PKWY,SUITE 170,MATTHEWS,NC,281052387,"1450 MATTHEWS TOWNSHIP PKWY,SUITE 170,MATTHEWS,NC 28105",${LNL},7043848441,7043848442
1699027714,EASTERN DIV-RANSON URGENT CARE,UNIVERSITY HEALTH ASSOCIATES,3,203 EAST FOURTH AVENUE SUITE B,,RANSON,WV,254381617,"203 EAST FOURTH AVENUE SUITE B,RANSON,WV 25438",${LNL},3047252273,3047259843
1679852321,"WOODLAND URGENT CARE, LLC",,,16222 W US HIGHWAY 24,SUITE 200,WOODLAND PARK,CO,808638762,"16222 W US HIGHWAY 24,SUITE 200,WOODLAND PARK,CO 80863",${LNL},7196862801,7196862809
1023448545,SMARTCARE LLC,,,540 E CROSSVILLE RD,,ROSWELL,GA,300757661,"540 E CROSSVILLE RD,ROSWELL,GA 30075",${LNL},7705101850,7705101852
1851638001,URGENT CARES OF AMERICA NORTH CAROLINA INC,FASTMED URGENT CARE OF CONCORD,3,391 GEORGE W LILES PKWY NW,,CONCORD,NC,280278218,"391 GEORGE W LILES PKWY NW,CONCORD,NC 28027",${LNL},7048861780,
1639385784,"PHYSICIAN HEALTHCARE NETWORK, PC",,,4190 24TH AVE,,FORT GRATIOT,MI,480593882,"4190 24TH AVE,FORT GRATIOT,MI 48059",${LNL},8109897770,8109897760
1164668075,PHYTCARE LLC,NEXTCARE INC SOLE MBR,5,3500 MOUNT HOLLY HUNTERSVILLE RD,SUITE 200,CHARLOTTE,NC,282168644,"3500 MOUNT HOLLY HUNTERSVILLE RD,SUITE 200,CHARLOTTE,NC 28216",${LNL},7043997800,7043997717
1073821815,SUTTER NORTH MEDICAL GROUP,,,444 PLUMAS BOULVARD,,YUBA CITY,CA,95991,"444 PLUMAS BOULVARD,YUBA CITY,CA 95991",${LNL},5307493420,5307493469
1891935656,DR ENOS MARCUS HUMBLES D.O. LLC,REDFORD URGENT CARE MEDICAL CENTER,3,23405 PLYMOUTH RD,,REDFORD,MI,482391433,"23405 PLYMOUTH RD,REDFORD,MI 48239",${LNL},3135357880,3135358388
1114349214,CENTRO DE MEDICINA AVANZADA SAN CLAUDIO,,,396 CALLE SAN CLAUDIO,SAGRADO CORAZON,SAN JUAN,PR,9264107,"396 CALLE SAN CLAUDIO,SAGRADO CORAZON,SAN JUAN,PR 926",${LNL},7877489955,
1972796837,URGENT CARE AMERICA LLC,,,1554 SURGEONS DR,,TALLAHASSEE,FL,323084631,"1554 SURGEONS DR,TALLAHASSEE,FL 32308",${LNL},8507663835,2292499771
1740515618,"NORTHSIDE CHEROKEE URGENT CARE, LLC",,,235 PEACHTREE ST NE,"NORTH TOWER, SUITE 2100",ATLANTA,GA,303031401,"235 PEACHTREE ST NE,NORTH TOWER, SUITE 2100,ATLANTA,GA 30303",${LNL},7709949326,7709944747
1063686301,AVALON URGENT CARE,,,805 HILL BLVD UNIT 102,,GRANBURY,TX,760481482,"805 HILL BLVD UNIT 102,GRANBURY,TX 76048",${LNL},8175797557,8175796166
1508151523,MD NOW MEDICAL CENTERS,,,11551 SOUTHERN BLVD,,ROYAL PALM BEACH,FL,334114254,"11551 SOUTHERN BLVD,ROYAL PALM BEACH,FL 33411",${LNL},5617989411,5614228161
1740575760,"MD NOW MEDICAL CENTERS, INC",,,7035 BERACASA WAY,,BOCA RATON,FL,334333405,"7035 BERACASA WAY,BOCA RATON,FL 33433",${LNL},5613611515,5613616441
1285929208,"MD NOW MEDICAL CENTERS, INC",,,9060 N MILITARY TRL,,PALM BEACH GARDENS,FL,334105972,"9060 N MILITARY TRL,PALM BEACH GARDENS,FL 33410",${LNL},5616222442,5616226235
1942360961,HIGHLANDS URGENT CARE CENTER PLLC,PATIENT FIRST IMMEDIATE CARE,3,2450 BARNSTOWN RD,,LOUISVILLE,KY,40205,"2450 BARNSTOWN RD,LOUISVILLE,KY 40205",${LNL},5024593991,5024593972
1447310461,"BFHC URGENT CARE, P.A.",,,7579 N LOOP 1604 W,SUITE 101,SAN ANTONIO,TX,782492781,"7579 N LOOP 1604 W,SUITE 101,SAN ANTONIO,TX 78249",${LNL},2106951900,2106951901
1942590567,MELROSE SHIPLEY URGENT CARE PLLC,URGENT CARE MANHATTAN,3,199 AMSTERDAM AVE,,NEW YORK,NY,100235024,"199 AMSTERDAM AVE,NEW YORK,NY 10023",${LNL},2127214200,2127214201
1780820696,PHYTCARE LLC,NEXTCARE INC SOLE MBR,5,111 DAVE WARLICK DR,,LINCOLNTON,NC,280924411,"111 DAVE WARLICK DR,LINCOLNTON,NC 28092",${LNL},7048699701,
1720224645,"RED CEDAR VALLEY MEDICINE, PLLC",,,6110 ABBOT RD,,EAST LANSING,MI,488231410,"6110 ABBOT RD,EAST LANSING,MI 48823",${LNL},5173325342,5173333325
1174959795,WILLIS CLINIC EXPRESS,,,616 W LEE AVE,STE 2A,OSCEOLA,AR,723703002,"616 W LEE AVE,STE 2A,OSCEOLA,AR 72370",${LNL},8706229212,8705764350
1801144480,MOUNTAIN VIEW URGENT CARE & FAMILY MEDICINE,THE MEN'S HEALTH CLINIC,3,1201 SOUTH MAIN STREET,SUITE #1,LOGAN,UT,84321,"1201 SOUTH MAIN STREET,SUITE #1,LOGAN,UT 84321",${LNL},4357878504,4357878509
1780987990,"LANSING URGENT CARE, PLC",,,505 N CLIPPERT ST,,LANSING,MI,489124701,"505 N CLIPPERT ST,LANSING,MI 48912",${LNL},5173339200,
1457654675,HARTLAND URGENT CARE PLLC,,,11166 HIGHLAND RD,,HARTLAND,MI,483532702,"11166 HIGHLAND RD,HARTLAND,MI 48353",${LNL},2489577999,2489577997
1174874531,WASHTENAW URGENT CARE PC,,,3280 WASHTENAW AVE,,ANN ARBOR,MI,481044250,"3280 WASHTENAW AVE,ANN ARBOR,MI 48104",${LNL},7343892000,7343892005
1841563160,OC URGENT CARE MEDICAL GROUP INC,,,26781 PORTOLA PKWY,4E,FOOTHILL RANCH,CA,926101758,"26781 PORTOLA PKWY,4E,FOOTHILL RANCH,CA 92610",${LNL},9492973888,
1447568191,SACRAMENTO URGENT CARE,,,9045 BRUCEVILLE RD,SUITE 100,ELK GROVE,CA,957585948,"9045 BRUCEVILLE RD,SUITE 100,ELK GROVE,CA 95758",${LNL},9164799110,9162262656
1326356031,"HANLEY LIMITED PARTNERS, LLC",DOCTORS EXPRESS,3,11648 MANCHESTER RD,,DES PERES,MO,631314612,"11648 MANCHESTER RD,DES PERES,MO 63131",${LNL},3148211099,
1093034589,WE CARE URGENT CARE CENTERS PLLC,,,7615 W THUNDERBIRD RD,STE 106,PEORIA,AZ,853816083,"7615 W THUNDERBIRD RD,STE 106,PEORIA,AZ 85381",${LNL},6237732273,6237732274
1356534242,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE,3,4223 MORELAND AVENUE HWY 42,,CONLEY,GA,30288,"4223 MORELAND AVENUE HWY 42,CONLEY,GA 30288",${LNL},4043662900,4043662994
1477818730,"TRI-CITY EXPRESS CARE, PLLC",FASTMED URGENT CARE,3,940 E. UNIVERSITY DRIVE,SUITE 101,TEMPE,AZ,852814278,"940 E. UNIVERSITY DRIVE,SUITE 101,TEMPE,AZ 85281",${LNL},4802140622,4803611104
1730443524,"AMERICAN FAMILY CARE, INC.",AMERICAN FAMILY CARE,3,2544 ENTERPRISE DR,,OPELIKA,AL,368016860,"2544 ENTERPRISE DR,OPELIKA,AL 36801",${LNL},3345289050,3345289053
1043563174,PRIMARY AND URGENT CARE,,,10009 SOUTH POINT PARKWAY,SUITE # 200,FREDERICKSBURG,VA,22407,"10009 SOUTH POINT PARKWAY,SUITE # 200,FREDERICKSBURG,VA 22407",${LNL},5407859900,
1629191176,"RIVERWALK CLINIC, LLC",ALAMO CITY MEDICAL GROUP,3,1045 CENTRAL PARKWAY NORTH,SUITE 200,SAN ANTONIO,TX,782325024,"1045 CENTRAL PARKWAY NORTH,SUITE 200,SAN ANTONIO,TX 78232",${LNL},2102721741,2102721747
1962746958,"AVON MEDICLINIC,LLC",,,2100 CENTER RD,,AVON,OH,440111891,"2100 CENTER RD,AVON,OH 44011",${LNL},4405065674,4409343546
1316237902,"URGENT CARE AND SURGERY CENTER OF FORT LAUDERDALE, INC",OPTIMA HEALTH AND DIAGNOSTICS,3,2040 NE 49TH ST,,FORT LAUDERDALE,FL,333084524,"2040 NE 49TH ST,FORT LAUDERDALE,FL 33308",${LNL},9544938875,9544938876
1922333723,TEMECULA MEDICAL CORPORATION,,,41715 WINCHESTER RD,SUITE 101,TEMECULA,CA,925904808,"41715 WINCHESTER RD,SUITE 101,TEMECULA,CA 92590",${LNL},9513084451,9515060992
1215219878,"MEDEXPRESS URGENT CARE, PC - VIRGINIA",MEDEXPRESS URGENT CARE - BLUEFIELD,3,4003 COLLEGE AVE,SUITE B,BLUEFIELD,VA,246052043,"4003 COLLEGE AVE,SUITE B,BLUEFIELD,VA 24605",${LNL},2763222085,2763222590
1508181272,DYNAMIC HEALTH CENTERS,,,2806 W US HIGHWAY 90,SUITE 102,LAKE CITY,FL,320554745,"2806 W US HIGHWAY 90,SUITE 102,LAKE CITY,FL 32055",${LNL},3864388391,
1063848844,AIRPORT URGENT CARE ENDOSCOPY CENTER,,,1117 W MANCHESTER BLVD,SUITE K,INGLEWOOD,CA,903011500,"1117 W MANCHESTER BLVD,SUITE K,INGLEWOOD,CA 90301",${LNL},3104037809,3109882669
1861552820,FIRST MED IMMEDIATE MEDICAL SERVICES OF QUEENS PC,,,8217 WOODHAVEN BLVD,,GLENDALE,NY,113857860,"8217 WOODHAVEN BLVD,GLENDALE,NY 11385",${LNL},7188059581,7188054905
1306993803,"FAMILY URGENT CARE, LLC",PRIMETIME CARE,3,2225D DEFENSE HWY,,CROFTON,MD,211142403,"2225D DEFENSE HWY,CROFTON,MD 21114",${LNL},4107217733,
1336373240,"HENSON MEDICAL CLINIC, INC.",URGENT CARE -- LONG BEACH,3,200 W RAILROAD ST,104,LONG BEACH,MS,395604517,"200 W RAILROAD ST,104,LONG BEACH,MS 39560",${LNL},2288640622,2288647958
1841464138,"TRANS4MED, PLLC",UCR HEALTH CENTERS,3,2062 WILLOW CREEK RD,,PRESCOTT,AZ,863015389,"2062 WILLOW CREEK RD,PRESCOTT,AZ 86301",${LNL},9284435103,9284435104
1437323722,"MEDEXPRESS URGENT CARE, PLLC - WHEELING",,,620 NATIONAL RD,SUITE 300,WHEELING,WV,260036560,"620 NATIONAL RD,SUITE 300,WHEELING,WV 26003",${LNL},3042333624,3042333623
1427370436,AIRPORT MD-MIAMI LLC,,,4200 NW 21ST STREET,MIAMI INTERNATIONAL AIRPORT-CONCOURSE H,MIAMI,FL,33142,"4200 NW 21ST STREET,MIAMI INTERNATIONAL AIRPORT-CONCOURSE H,MIAMI,FL 33142",${LNL},3058694075,3058694076
1538494349,"AMERICAN CURRENT CARE OF MICHIGAN, P.C",,,933 3 MILE RD NW,SUITE 110,GRAND RAPIDS,MI,495441673,"933 3 MILE RD NW,SUITE 110,GRAND RAPIDS,MI 49544",${LNL},6167852619,6167852623
1447543715,AMERICAN CURRENT CARE PA,CONCENTRA URGENT CARE,3,1610 N ZARAGOSA ROAD,SUITE D1,EL PASO,TX,79936,"1610 N ZARAGOSA ROAD,SUITE D1,EL PASO,TX 79936",${LNL},9155931862,9155932173
1134327687,URGENT CARE OF OMAHA MAPLE LLC,,,3830 NORTH 167TH COURT,,OMAHA,NE,68116,"3830 NORTH 167TH COURT,OMAHA,NE 68116",${LNL},4029654000,
1306993696,"AFTER HOURS PEDIATRICS, INC.",,,2125 E THOUSAND OAKS BLVD,SUITE B-2,THOUSAND OAKS,CA,913622942,"2125 E THOUSAND OAKS BLVD,SUITE B-2,THOUSAND OAKS,CA 91362",${LNL},8053747874,8053747876
1316246408,STARBRIGHT PEDIATRIC URGENT CARE,,,5428 ODONOVAN DR,SUITE C,BATON ROUGE,LA,708084364,"5428 ODONOVAN DR,SUITE C,BATON ROUGE,LA 70808",${LNL},2257578808,2257578875
1467577908,SANTA BARBARA COUNTY COUNTY AUDITOR,SANTA BARBARA PUBLIC HEALTH DEPT-SANTA MARIA WOMENS HEALTH CARE CENTER,3,116 S PALISADE DR,SUITE 104,SANTA MARIA,CA,934548904,"116 S PALISADE DR,SUITE 104,SANTA MARIA,CA 93454",${LNL},8057398710,
1790925501,OURAY FAMILY MEDICINE LLC,,,824 MAIN STREET,,OURAY,CO,81427,"824 MAIN STREET,OURAY,CO 81427",${LNL},9703259900,9703257336
1689964264,DIX EUREKA MEDICAL CENTER,,,14797 DIX TOLEDO RD,,SOUTHGATE,MI,481952507,"14797 DIX TOLEDO RD,SOUTHGATE,MI 48195",${LNL},7342819950,7342814998
1144515172,"MD NOW MEDICAL CENTERS, INC",,,2007 PALM BEACH LAKES BLVD,,WEST PALM BEACH,FL,334096501,"2007 PALM BEACH LAKES BLVD,WEST PALM BEACH,FL 33409",${LNL},5614208555,5614208550
1962562637,CHURUBUSCO FAMILY MEDICINE & URGENT CARE,,,202 WEST WHITLEY STREET,,CHURUBUSCO,IN,46723,"202 WEST WHITLEY STREET,CHURUBUSCO,IN 46723",${LNL},2606933700,2606931005
1952461626,SEACOAST BUSINESS & HEALTH CLINIC INC,DBA SEACOAST REDICARE,3,396 HIGH STREET,,SOMERSWORTH,NH,3878,"396 HIGH STREET,SOMERSWORTH,NH 03878",${LNL},6036926066,6036924815
1922155217,"ST. MARY'S MEDICAL MANAGEMENT, LLC",,,2900 1ST AVE,,HUNTINGTON,WV,257021241,"2900 1ST AVE,HUNTINGTON,WV 25702",${LNL},3045261234,3045261489
1073816245,US MED URGENT CARE,PEARL CITY URGENT CARE,3,1245 KUALA ST,,PEARL CITY,HI,967823900,"1245 KUALA ST,PEARL CITY,HI 96782",${LNL},8086761192,8086761193
1134398340,"ARIZONA FAMILY CARE ASSOCIATES URGENT CARE CLINIC, LLC",,,2585 E WILCOX DR,SUITE A,SIERRA VISTA,AZ,85635,"2585 E WILCOX DR,SUITE A,SIERRA VISTA,AZ 85635",${LNL},5204598990,5204520379
