"state","zipcode","planid","premium","duration","extendedInfo/pre-ex","uri","status","carrierid","finalPrice","PLID"
"##mo","63129","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"ms","39503","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##mt","59102","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"nc","28269","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##nd","58103","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"ne","68104","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##nh","03103","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##nj","08701","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##nm","87121","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"nv","89110","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##ny","11226","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"oh","43228","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"ok","73160","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##or","97229","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##pa","19120","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##ri","02909","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##sc","29223","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##sd","57106","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##tn","37013","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"tx","79936","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##ut","84120","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##va","23464","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##vt","05401","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##wa","98115","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"wi","53215","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##wv","25302","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
"##wy","82001","advanthealth-plan-1-${state}-5000-20-9000-1000000","${premium}","${duration}","${extendedInfo}","${uri}","${status}","advanthealth","${finalPrice}","spark"
