state,zipcode,url,A&A,Fraud Warning
HI,96801,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-HI-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 22 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
IA,51529,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-IA-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 23 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
ID,83616,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-ID-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 24 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
IL,60601,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-IL-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 25 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
IN,46201,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-IN-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 26 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
KS,67736,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-KS-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 27 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
KY,42022,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-KY-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 28 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to defraud any insurance company or other person files an application for insurance, or files a statement of claim, containing any materially false information or conceals, for the purpose of misleading, information concerning any fact material thereto commits a fraudulent insurance act, which is a crime."
LA,70112,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-LA-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 29 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.",Any person who knowingly presents false information on an application for insurance is guilty of a crime and may be subject to fines and confinement in state prison
MA,1810,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-MA-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 30 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
MD,21401,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-MD-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 31 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
ME,48005,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-ME-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 32 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
MI,49908,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-MI-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 33 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
MO,64476,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-MO-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 34 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
MS,38720,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-MS-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 35 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
MT,59724,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-MT-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 36 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
NC,27239,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-NC-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 37 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
ND,58563,http://praetemptatus.agilehealthinsurance.com/term-health-insurance/disclaimers/companionprotect-ND-20-5000,"I hereby request coverage under the insurance issued to the Med-Sense Guaranteed Association and underwritten by Companion Life Insurance Company. I understand this insurance contains a Pre-existing Condition exclusion, a Pre-certification Penalty and other restrictions and exclusions. I agree that coverage will not become effective for me or any dependent whose medical status, prior to the effective date, has changed and therefore results in a ""yes"" answer to any of the medical questions on this Application. If my medical status changes in this way, coverage will be declined for all individuals included on this application. I understand that if I have elected the Monthly Payment option, my credit card will be charged each month on the due date of the premium for 6 or 38 months, depending on the plan I have selected. I understand that I may terminate the scheduled payments by notifying Health Insurance Innovations in writing at least one business day prior to the next scheduled payment date. I understand that this coverage is not renewable or extendable. I understand that the information contained herein is a summary of the coverage offered in the Certificate of Insurance and that I may obtain a complete copy of the Certificate of Insurance upon request to Health Insurance Innovations. I understand that Companion Life, as underwriter of the plan, is solely liable for the coverage and benefits provided under the insurance. I understand and agree that the insurance agent/broker, if any, assisting with this Application is a representative of the Applicant. If signed by a representative of the Applicant, the undersigned represents his/her capacity to so act. If signed as guardian or proxy of the Applicant, the undersigned represents his/her capacity to so act. By acceptance of coverage and/or submission of any claim for benefits, the Applicant ratifies the authority of the signer to so act and bind the Applicant. If I am not already a member of the Med-Sense Guaranteed Association, I hereby request to be enrolled as a member. I will receive access to a membership packet after my membership fees are received.","Any person who knowingly and with intent to injure, defraud, or deceive any insurance company or other person submits an insurance application or statement of claim containing any materially false, incomplete or misleading information may be committing a crime and may be subject to civil or criminal penalties."
