id,state,zip,Plan Category,Plan Type,HP ID (may be blank),Company Name (normalized),Plan Name,ex_enlink,ex_splink,enlink,splink
S5596-019-0,KY,40041,PARTD,PDP,AnthemBCBS,Anthem BCBS,Anthem Blue MedicareRx Premier (PDP),http://www.anthem.com/shop/content/olspublic/pdf/2015/english/PDP_Kit_Blue_MedRx_IN_KY.pdf,,${enlink},${splink}
S5660-185-0,KY,40041,PARTD,PDP,MedcoMedicare,Medco Medicare,Express Scripts Medicare - Choice (PDP),https://host1.medcohealth.com/art/medicare15/pdf/15sob.pdf,,${enlink},${splink}
S5660-117-0,KY,40041,PARTD,PDP,MedcoMedicare,Medco Medicare,Express Scripts Medicare - Value (PDP),https://host1.medcohealth.com/art/medicare15/pdf/15sob.pdf,,${enlink},${splink}
H1849-018-0,KY,40334,PARTCRX,HMO,AnthemBCBS,Anthem BCBS,Anthem Senior Advantage Value (HMO),https://www.anthem.com/shop/content/olspublic/pdf/2015/english/HMO_Kit_Sen_Adv_Val_KY.pdf,,${enlink},${splink}
H5530-006-2,KY,40372,PARTCRX,PPO,AnthemBCBS,Anthem BCBS,Anthem Medicare Preferred Standard (PPO),https://www.anthem.com/shop/content/olspublic/pdf/2015/english/PPO_Kit_Md_Pref_Sta_And_KY.pdf,,${enlink},${splink}
H5530-006-1,KY,40348,PARTCRX,PPO,AnthemBCBS,Anthem BCBS,Anthem Medicare Preferred Standard (PPO),https://www.anthem.com/shop/content/olspublic/pdf/2015/english/PPO_Kit_Md_Pref_Sta_Bou_KY.pdf,,${enlink},${splink}
H1849-017-0,KY,40334,PARTCRX,HMO SNP,AnthemBCBS,Anthem BCBS,Anthem Dual Advantage (HMO SNP),https://www.anthem.com/shop/content/olspublic/pdf/2015/english/PPO_Kit_Md_Pref_Sta_IN.pdf,,${enlink},${splink}
H3659-031-0,KY,41080,PARTCRX,HMO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),https://www.uhcmedicaresolutions.com/alphadog/AAEX15HM3576706_001,,${enlink},${splink}
H3659-062-0,KY,41080,PARTCRX,HMO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete Focus (HMO),https://www.uhcmedicaresolutions.com/alphadog/AAEX15HM3576710_001,,${enlink},${splink}
H9730-003-0,KY,41080,PARTCRX,HMO SNP,WellCare,WellCare,Wellcare Access (HMO SNP),https://www.wellcare.com/WCAssets/corporate/assets/2015/ky_care_boone_access_sb_eng_2015.pdf,,${enlink},${splink}
H9730-002-0,KY,41080,PARTCRX,HMO-POS,WellCare,WellCare,WellCare Value (HMO-POS),https://www.wellcare.com/WCAssets/corporate/assets/2015/ky_care_boone_value_sb_eng_2015.pdf,,${enlink},${splink}
S9579-047-0,KY,40041,PARTD,PDP,StonebridgeLife,Stonebridge Life,Transamerica MedicareRx Choice (PDP),https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI02_1_planInfo/pdf/S9579_Summary_of_Benefits_Choice1_2015.pdf?_ga=1.141840498.1994257148.1413786205,https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI02_1_planInfo/pdf/S9579_Summary_of_Benefits_Spanish_Choice1_2015.pdf?_ga=1.141840498.1994257148.1413786205,${enlink},${splink}
S9579-014-0,KY,40041,PARTD,PDP,StonebridgeLife,Stonebridge Life,Transamerica MedicareRx Classic (PDP),https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI01_2_planInfo/pdf/S9579_Summary_of_Benefits_Classic2_2015.pdf?_ga=1.101667905.1994257148.1413786205,https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI01_2_planInfo/pdf/S9579_Summary_of_Benefits_Spanish_Classic2_2015.pdf?_ga=1.101667905.1994257148.1413786205,${enlink},${splink}
S5768-189-0,KY,40041,PARTD,PDP,FirstHealth,First Health,First Health Part D Premier Plus (PDP),http://coventry-medicare.coventryhealthcare.com/first-health-part-d/member-benefits/premier-plus-member-benefits/A300630,,${enlink},${splink}
S5768-138-0,KY,40041,PARTD,PDP,FirstHealth,First Health,First Health Part D Value Plus (PDP),http://coventry-medicare.coventryhealthcare.com/first-health-part-d/member-benefits/value-plus-member-benefits/A300587,,${enlink},${splink}
