id,state,zip,Plan Category,Plan Type,HP ID (may be blank),Company Name (normalized),Plan Name,ex_enlink,ex_splink,enlink,splink
H4590-012-0,TX,75009,PARTCRX,HMO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),https://www.uhcmedicaresolutions.com/alphadog/AATX15HM3576755_001,,${enlink},${splink}
H4590-025-0,TX,78374,PARTCRX,HMO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),https://www.uhcmedicaresolutions.com/alphadog/AATX15HM3576758_001,,${enlink},${splink}
H4590-027-0,TX,75009,PARTC,HMO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete SecureHorizons Essential (HMO),https://www.uhcmedicaresolutions.com/alphadog/AATX15HM3576759_003,,${enlink},${splink}
H4590-029-0,TX,78050,PARTC,HMO,UnitedHealthcare_Med,UnitedHealthcare,AARP MedicareComplete SecureHorizons Essential (HMO),https://www.uhcmedicaresolutions.com/alphadog/AATX15HM3576760_001,,${enlink},${splink}
H1264-008-0,TX,78002,PARTCRX,HMO,WellCare,WellCare,WellCare Dividend (HMO),https://www.wellcare.com/WCAssets/corporate/assets/2015/tx_care_baxter_value_dividend_sb_eng_2015.pdf,,${enlink},${splink}
H1264-004-0,TX,78002,PARTCRX,HMO-POS,WellCare,WellCare,WellCare Value (HMO-POS),https://www.wellcare.com/WCAssets/corporate/assets/2015/tx_care_baxter_value_dividend_sb_eng_2015.pdf,,${enlink},${splink}
H1264-007-0,TX,78002,PARTCRX,HMO SNP,WellCare,WellCare,WellCare Access (HMO SNP),https://www.wellcare.com/WCAssets/corporate/assets/2015/tx_care_bexar_access_sb_eng_2015.pdf,,${enlink},${splink}
S9579-054-0,TX,75007,PARTD,PDP,StonebridgeLife,Stonebridge Life,Transamerica MedicareRx Choice (PDP),https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI02_1_planInfo/pdf/S9579_Summary_of_Benefits_Choice1_2015.pdf?_ga=1.66584558.1994257148.1413786205,https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI02_1_planInfo/pdf/S9579_Summary_of_Benefits_Spanish_Choice1_2015.pdf?_ga=1.66584558.1994257148.1413786205,${enlink},${splink}
S9579-021-0,TX,75007,PARTD,PDP,StonebridgeLife,Stonebridge Life,Transamerica MedicareRx Classic (PDP),https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI01_2_planInfo/pdf/S9579_Summary_of_Benefits_Classic2_2015.pdf?_ga=1.60832876.1994257148.1413786205,https://members.transamericamedicarerx.com/brandcontentprovider/YOURPLAN/MGI01_2_planInfo/pdf/S9579_Summary_of_Benefits_Spanish_Classic2_2015.pdf?_ga=1.70596944.1994257148.1413786205,${enlink},${splink}
H5048-002-0,TX,78002,PARTCRX,HMO,CoventryHealthCareofTexas_TX,Coventry Health Care of Texas,Advantra (HMO),http://coventry-medicare.coventryhealthcare.com/A300536,,${enlink},${splink}
H5048-001-0,TX,75554,PARTCRX,HMO,CoventryHealthCareofTexas_TX,Coventry Health Care of Texas,Advantra (HMO),http://coventry-medicare.coventryhealthcare.com/A300535,,${enlink},${splink}
H7306-001-0,TX,78002,PARTCRX,PPO,FirstHealth,First Health,Advantra (PPO),http://coventry-medicare.coventryhealthcare.com/A300563,,${enlink},${splink}
S5768-179-0,TX,75007,PARTD,PDP,FirstHealth,First Health,First Health Part D Premier Plus (PDP),http://coventry-medicare.coventryhealthcare.com/first-health-part-d/member-benefits/premier-plus-member-benefits/A300620,,${enlink},${splink}
S5768-145-0,TX,75007,PARTD,PDP,FirstHealth,First Health,First Health Part D Value Plus (PDP),http://coventry-medicare.coventryhealthcare.com/first-health-part-d/member-benefits/value-plus-member-benefits/A300594,,${enlink},${splink}
