"city_name","state","state1","zipcode","Q1","Q2","Q3","Q4","Q5","Q6","Q7","plan name"
"Atlanta","Georgia","GA","30044","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or has any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years  have you or has anyone named received medical or surgical consultation  advice  or treatment  including medication  for any of the following: liver disorders  kidney disorders  emphysema  diabetes  cancer  heart or circulatory system disorders (including high blood pressure)  alcohol or drug abuse or immune system disorders  including HIV infection  or tested positive for HIV infection? (The person(s) named will not be covered under the policy.)","",""
"##Honolulu","Hawaii","HI","96818","","","","","","","",""
"Des Moines","Iowa","IA","50317","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication for any of the following:  liver disorders  kidney disorders  chronic obstructive pulmonary disorder (COPD) or emphysema  diabetes  cancer  heart or circulatory system disorders (excluding high blood pressure)  Crohn's disease or ulcerative colitis  or alcohol or drug abuse or immune system disorders?  (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years  have you or has named received treatment  advice  medication  or surgical consultation for immune system disorder  including HIV infection from a doctor or other licensed clinical professional  or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) named will not be covered under the policy/certificate.)","Will this plan replace any existing insurance?","${plan}"
"##Boise","Idaho","ID","83709","","","","","","","",""
"Chicago","Illinois","IL","60629","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Indianapolis","Indiana","IN","46227","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication for any of the following:  liver disorders  kidney disorders  chronic obstructive pulmonary disorder (COPD) or emphysema  diabetes  cancer  heart or circulatory system disorders (excluding high blood pressure)  Crohn's disease or ulcerative colitis  or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years  have you or has anyone listed received treatment  advice  medication  or surgical consultation for HIV infection from a doctor or other licensed clinical professional  or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) named will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Wichita","Kansas","KS","66062","","","","","","","",""
"Louisville","Kentucky","KY","40214","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or has anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or has any person named lived in the 50 states or the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy.)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication for any of the following: liver disorders  kidney disorders  chronic obstructive pulmonary disorder (COPD) or emphysema  diabetes  cancer  heart or circulatory system disorders (excluding high blood pressure)  Crohn's disease or ulcerative colitis  or alcohol or drug abuse or immune system disorder? (The person(s) named will not be covered under the policy.)","Within the last 5 years  have you or has anyone named received treatment  advice  medication  or surgical consultation for HIV infection from a doctor or other licensed clinical professional  or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) named will not be covered under the policy.)","Will this insurance replace any existing insurance?","${plan}"
"New Orleans","Louisiana","LA","70816","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or has anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy.)","Have you or has any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy.)","Within the last 5 years  have you or anyone name received medical or surgical consultation  advice  or treatment  including medication for any of the following: liver disorders  kidney disorders  chronic obstructive pulmonary disorder (COPD) or emphysema  diabetes  cancer  heart or cirulatory system disorders (excluding high blood pressure)  Crohn's disease or ulcerative colitis  or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy.)","Within the last 5 years  have you or has anyone named received treatment  advice  medication  or surgical consultation for HIV infection from a doctor or other licensed clinical professional  or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy.)","${Q7}","${plan}"
"##Boston","Massachusetts","MA","02128","","","","","","","",""
"##Baltimore","Maryland","MD","21215","","","","","","","",""
"##Portland","Maine","ME","04401","","","","","","","",""
"Detroit","Michigan","MI","48228","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons?  If yes  long-form application MED-AP-123-21 must be used.  See ""Effective Date"" section of brochure","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication for any of the following:  liver disorders  kidney disorders  chronic obstructive pulmonary disorder (COPD) or emphysema  diabetes  cancer  heart or circulatory system disorders (excluding high blood pressure)  Crohn's disease or ulcerative colitis  or alcohol or drug abuse or immune system disorders?  (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years  have you or has anyone named received treatment  advice  medication  or surgical consultation for HIV infection from a doctor or other licensed clinical professional  or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) named will not be covered under the policy/certificate.)","",""
"##Minneapolis","Minnesota","MN","55106","","","","","","","",""
"Kansas City","Missouri","MO","63129","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons?  If yes  long-form application MED-AP-123-21 must be used.  See ""Effective Date"" section of brochure","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date?  (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication  for any of the following:  liver disorders  kidney disorders  emphysema  diabetes  cancer  heart or circulatory system disorders (including high blood pressure)  alcohol or drug abuse  chemical dependency  or immune system disorders?  (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years  have you or anyone listed on the application been diagnosed with or treated for immune system disorders  including HIV infection  or tested positive for HIV infection? (The person(s) named will not be covered under the policy/certificate.)","",""
"##Jackson","Mississippi","MS","39503","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) named will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Billings","Montana","MT","59102","","","","","","","",""
"Charlotte","North Carolina","NC","28269","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or has any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication for any of the following:  liver disorders  kidney disorders  chronic obstructive pulmonary disorder (COPD) or emphysema  diabetes  cancer  heart or circulatory system disorders (excluding high blood pressure)  Crohn's disease or ulcerative colitis  or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years  have you or has anyone listed received treatment  advice  medication  or surgical consultation for Human Immunodeficiency Virus infection from a doctor or other licensed clinical professional  or had a positive test for Human Immunodeficiency Virus infection performed by a doctor or other licensed clinical professional? (The person(s) named will not be covered under the policy/certificate.)","",""
"##Fargo","North Dakota","ND","58103","","","","","","","",""
"Omaha","Nebraska","NE","68104","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication for any of the following:  liver disorders  kidney disorders  chronic obstructive pulmonary disorder (COPD) or emphysema  diabetes  cancer  heart or circulatory system disorders (excluding high blood pressure)  Crohn's disease or ulcerative colitis  or alcohol or drug abuse or immune system disorders?  (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years  have you or has anyone named received treatment  advice  medication  or surgical consultation for HIV infection from a doctor or other licensed clinical professional  or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) named will not be covered under the policy/certificate.)","",""
"##Manchester","New Hampshire","NH","03103","","","","","","","",""
"##Newark","New Jersey","NJ","08701","","","","","","","",""
"Albuquerque","New Mexico","NM","87121","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Las Vegas","Nevada","NV","89110","Are you or is any family member (whether or not named in this application) an expectant mother or father, in the process of adopting a child, or undergoing infertility treatment","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication for any of the following:  liver disorders  kidney disorders  chronic obstructive pulmonary disorder (COPD) or emphysema  diabetes  cancer  heart or circulatory system disorders (excluding high blood pressure)  Crohn's disease or ulcerative colitis  or alcohol or drug abuse or immune system disorders?  (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years  have you or has anyone named received treatment  advice  medication  or surgical consultation for HIV infection from a doctor or other licensed clinical professional  or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) named will not be covered under the policy/certificate.)","${Q7}","${plan}"
"New York","New York","NY","11226","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Columbus","Ohio","OH","43228","Are any of your dependents to be covered under the policy/certificate?","Are you or is any family member (whether or not named) an expectant mother or father? If yes coverage cannot be issued.","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication for any of the following:  liver disorders  kidney disorders  emphysema  diabetes  cancer  heart or circulatory system disorders (including high blood pressure)  alcohol or drug abuse or immune system disorders  including HIV infection  or tested positive for HIV infection?  (The person(s) named will not be covered under the policy/certificate.)","","${Q7}","${plan}"
"Oklahoma City","Oklahoma","OK","73160","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication for any of the following:  liver disorders  kidney disorders  chronic obstructive pulmonary disorder (COPD) or emphysema  diabetes  cancer  heart or circulatory system disorders (excluding high blood pressure)  Crohn's disease or ulcerative colitis  or alcohol or drug abuse or immune system disorders?  (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years  have you or has anyone named received treatment  advice  medication  or surgical consultation for HIV infection from a doctor or other licensed clinical professional  or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) named will not be covered under the policy/certificate.)","Will this plan replace existing hospital or medical expense insurance?","${plan}"
"Portland","Oregon","OR","97229","Are you or is any family member (whether or not named in this application) an expectant mother or father, in the process of adopting a child, or undergoing infertility treatment","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication for any of the following:  liver disorders  kidney disorders  chronic obstructive pulmonary disorder (COPD) or emphysema  diabetes  cancer  heart or circulatory system disorders (excluding high blood pressure)  Crohn's disease or ulcerative colitis  or alcohol or drug abuse or immune system disorders?  (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years  have you or has anyone named received treatment  advice  medication  or surgical consultation for HIV infection from a doctor or other licensed clinical professional  or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) named will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Philadelphia","Pennsylvania","PA","19120","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication for any of the following:  liver disorders  kidney disorders  chronic obstructive pulmonary disorder (COPD) or emphysema  diabetes  cancer  heart or circulatory system disorders (excluding high blood pressure)  Crohn's disease or ulcerative colitis  or alcohol or drug abuse or immune system disorders?  (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years  have you or has anyone named received treatment  advice  medication  or surgical consultation for HIV infection from a doctor or other licensed clinical professional  or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) named will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Providence","Rhode Island","RI","02909","Are you or is any family member (whether or not named) an expectant mother or father in the process of adopting a child or undergoing infertility treatment? If yes coverage cannot be issued.","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months? (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years have you or anyone named received medical or surgical consultation advice or treatment including medication for any of the following: liver disorders kidney disorders chronic obstructive pulmonary disorder (COPD) or emphysema diabetes cancer heart or circulatory system disorders (excluding high blood pressure) Crohn's disease or ulcerative colitis or alcohol or drug abuse or immune system disorders? (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years have you or has anyone named received treatment advice medication or surgical consultation for HIV infection from a doctor or other licensed clinical professional or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) name will not be covered under the policy/certificate.)","${Q7}","${plan}"
"Columbia","South Carolina","SC","29223","Are you or is any family member (whether or not named in this application) an expectant mother or father, in the process of adopting a child, or undergoing infertility treatment","Have you or anyone named been declined for insurance due to health reasons? (The person(s) named will not be covered under the policy/certificate.)","Have you or any person named lived in the 50 states of the USA or the District of Columbia for less than the past 12 months?  (The person(s) named will not be covered under the policy/certificate.)","Do you or any person named now have hospital or medical expense insurance that will not terminate prior to the requested effective date? (The person(s) named will not be covered under the policy/certificate)","Within the last 5 years  have you or anyone named received medical or surgical consultation  advice  or treatment  including medication for any of the following:  liver disorders  kidney disorders  chronic obstructive pulmonary disorder (COPD) or emphysema  diabetes  cancer  heart or circulatory system disorders (excluding high blood pressure)  Crohn's disease or ulcerative colitis  or alcohol or drug abuse or immune system disorders?  (The person(s) named will not be covered under the policy/certificate.)","Within the last 5 years  have you or has anyone named received treatment  advice  medication  or surgical consultation for HIV infection from a doctor or other licensed clinical professional  or had a positive test for HIV infection performed by a doctor or other licensed clinical professional? (The person(s) named will not be covered under the policy/certificate.)","${Q7}","${plan}"
"##Sioux Falls","South Dakota","SD","57106","","","","","","","",""
