"Keywords","title","description","Keywordslength","titlelength","descriptionlength","Has Inbound links","Link"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicaid-public-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/small-business-health-insurance"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/out-of-pocket-costs/"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/obamacare-insurance-metal-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/obamacare-insurance-metal-plansMetalPlans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/bronze-health-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/silver-health-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/gold-health-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/platinum-health-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/catastrophic-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/health-insurance-exchanges"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/off-exchange-health-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/on-exchange-health-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/employer-mandate-for-health-insurance"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/what-is-medicare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/buyers-guide"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/medicare-drug-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/medicare-part-d"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/excluded-drugs-part-d"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/extra-help"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/medicare-advantage"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/five-star-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/medicare-vs-medicaid"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/silver-sneakers"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/hearing-aids-medicare-coverage"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/doctor-healthplan-finder"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/short-term-medical-insurance/what-is-short-term-health-insurance"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/five-myths-about-short-term-health-insurance"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/dental-insurance/what-is-dental-coverage"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/small-business-health-insurance/about"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/small-business-health-insurance/obamacare-and-self-employed"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medical-use-age-obamacare-plan-choice"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/special-enrollment-period"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/open-enrollment-period"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/open-enrollment-periodextensions"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/open-enrollment-periodlockout"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/preventive-care/"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/prescription-drug-coverage-and-affordable-care-act"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/news/"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/pros-and-cons"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/accountable-care-organizations"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medicare-advantage-often-cheapest-option-for-new-medicare-enrollees"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2014-medicare-advantage-star-ratings-improve"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/part-a-coverage"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/part-b-coverage"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/top-10-prescription-drugs-and-medicare-part-d"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/annual-enrollment-period"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/special-enrollment-period"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/part-d-coverage-gap"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/free-health-insurance"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/health-insurance-subsidy"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/obamacare-subsidy-gap"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/penalty-for-being-uninsured"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/affordable-health-insurance"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/few-existing-health-plans-meet-new-aca-essential-health-benefit-standards"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/top-10-excluded-services-obamacare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/obamacare-facts-and-myths"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/narrow-networks-healthcare-providers"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap/"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/short-term-insurance/"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/privacy"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/terms"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/data-requests"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/contact"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/cost-sharing-reduction-silver-plan"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/grandfathered-health-plans/"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/obamacare-subsidy-gap/"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/pros-and-cons/"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/obamacare/health-insurance-reference-pricing"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/choosing-health-insurance"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/maternity-coverage"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/coverage-for-children"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/cobra-coverage"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/consumer-driven-health-plan"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/high-deductible-health-plan"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/hsa-vs-hra-medical-savings-account"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/coverage-part-time-employees"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/six-6-questions-before-buying-health-insurance"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/preexisting-medical-conditions"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/individual-health-insurance/find-plans-by-state"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medicare-2017-premiums-and-deductibles"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/consumer-harm-from-regulation-of-short-term-health-insurance"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/sitemap"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/obamacare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/medicare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/inpatient-hospital"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/articles"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/enrolling-in-medicare-advantage-part-d"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/dental-insurance-and-medicare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/eyeglasses-vision-glasses-contacts"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/dual-eligible"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/special-needs-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/chronic-conditions"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/skilled-nursing-facilities"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/nursing-homes"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/durable-medical-equipment"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/aetna-medicare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/aarp-medicare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/cigna-medicare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/humana-medicare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/unitedhealthcare-medicare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare/find-plans-by-state"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medicare-2016-premiums-and-deductibles"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/113-fewer-counties-have-zero-premium-medicare-advantage-plans-in-2015"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/out-of-pocket-costs"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap/plan-a"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap/plan-b"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap/plan-c"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap/plan-d"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap/plan-f"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap/plan-g"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap/plan-k"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap/plan-l"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap/plan-m"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap/plan-n"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicare-medigap/find-plans-by-state"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/small-business-health-insurance/small-business-tax-credit/"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/benefits"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/small-business-health-insurance/stop-loss-insurance-for-self-insured-business"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/small-business-health-insurance/self-insure-group-health-plan"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/health-plan"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/small-business-health-insurance/find-plans-by-state"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/dental-insurance"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/dental-insurance/dental-waiting-period"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/dental-insurance/find-plans-by-state"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicaid-public-plans/what-is-medicaid"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/medicaid"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicaid-public-plans/medicaid-managed-care-plan"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicaid-public-plans/medicaid-bridge-program"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicaid-public-plans/eligibility-expansion-in-2014"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicaid-public-plans/florida-medicaid-program"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicaid-public-plans/chip-program"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicaid-public-plans/community-health-centers"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/access"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-glossary/term/managed-care"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/medicaid-public-plans/find-plans-by-state"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medicaid-acceptance-doctors-health-care-providers-2015"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/medicaid-gap-obamacare-subsidies"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/less-than-half-of-physicians-accept-medicaid"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/about-us"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/about-us/media"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/about-us/the-healthcare-problem"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/about-us/our-healthcare-data"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/about-us/our-leadership-team"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/about-us/contact-us"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/industry-watch"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/ratewatch"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/copyright-policy"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/unsubsidized-health-insurance-market"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2016-obamacare-specialty-drug-out-of-pocket-costs"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2016-out-of-network-coverage-obamacare"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2016-obamacare-premiums-deductibles"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/out-of-network-coverage-in-obamacare-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/fee-for-service-and-provider-health-plans"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/nonprofit-obamacare-insurers-have-lower-premiums-than-for-profit-insurers"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2016-obamacare-premium-rates"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/2015-obamacare-marketplace-plan-selections"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/on-exchange-off-exchange-health-insurance-premiums"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/obamacare-premiums-higher-in-counties-with-no-ppo"
"${Keywords}","${title}","${description}","${Keywordslength}","${titlelength}","${descriptionlength}","","https://www.healthpocket.com/healthcare-research/infostat/blue-cross-blue-shield-bcbs-medicare-quality"
