"state","state1","zipcode","PlanName","Text1","Text2"
"##Georgia","GA","30044","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Hawaii","HI","96818","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Iowa","IA","50317","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Idaho","ID","83709","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Illinois","IL","60629","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Indiana","IN","46227","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Kansas","KS","66062","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Kentucky","KY","40214","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Louisiana","LA","70816","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Massachusetts","MA","2128","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Maryland","MD","21215","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Maine","ME","4401","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Michigan","MI","48228","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Minnesota","MN","55106","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Missouri","MO","63129","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Mississippi","MS","39503","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Montana","MT","59102","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##North Carolina","NC","28269","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##North Dakota","ND","58103","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Nebraska","NE","68104","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##New Hampshire","NH","3103","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##New Jersey","NJ","8701","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##New Mexico","NM","87121","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Nevada","NV","89110","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##New York","NY","11226","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Ohio","OH","43228","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Oklahoma","OK","73160","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Oregon","OR","97229","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Pennsylvania","PA","19120","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Rhode Island","RI","2909","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##South Carolina","SC","29223","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##South Dakota","SD","57106","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Tennessee","TN","37013","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Texas","TX","79936","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Utah","UT","84120","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Virginia","VA","23464","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Vermont","VT","5401","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Washington","WA","98115","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
"##Wisconsin","WI","53215","Fixed Cash Benefit","This is limited benefit health insurance coverage. It is not major medical coverage and it is not intended to replace other major medical coverage.","This is a brief summary of Limited Benefit Health Insurance underwritten by Standard Life and Accident Insurance Company. Provided by Policy Form Series SL-MS0414-P. Not available in all jurisdictions. Pre-existing conditions are not covered for the first 12 months and benefits are subject to the policy limitations and exclusions. Refer to the policy, certificate and riders for complete details. THIS IS NOT A MEDICARE SUPPLEMENT POLICY. If any Covered Person is eligible for Medicare, such person should review the ""Guide to Health Insurance for People with Medicare"" available from the Company."
